236,break into,B
237,sibling,B
238,animate,B
239,ego,B
240,flatter,B
241,allergic,B
242,allergy,B
243,diligent,B
244,diarrhea,B
245,hectic,B
246,witty,B
247,fee,B
248,addict,B
249,splendid,B
250,confuse,B
251,peer,B
252,motive,B
253,motivation,B
254,versus,B
255,suspicious,B
256,horn,B
257,applaud,B
258,reach,B
259,wimp (n),B
260,stalk,B
261,shaman,B
262,panic,B
263,servant,B
264,paternity,B
265,debate,B
266,suspect,B
267,observe,B
268,observation,B
269,applicant,B
270,acumen (n),B
271,conceited,B
272,heap,B
273,reproach,B
274,drown,B
275,concentrate,B
276,scar,B
277,merit,B
278,weld,B
279,appreciate,B
280,splurge,B
281,overcome,B
282,hurdle,B
283,discharge,B
284,distract,B
285,suspend,B
286,undergo,B
287,shore,B
288,strand,B
289,legitimate,B
290,ensure,B
291,wretched,B
292,thorny,B
293,neglect,B
294,warrior,B
295,corporate,B
296,stare,B
297,startle,B
298,division,B
299,terrific,B
300,literally,B
301,fence,B
302,encircle,B
303,ash,B
304,stain,B
305,fictitious,B
306,entirely,B
307,completely,B
308,alien,B
309,funeral,B
310,trigger,B
311,avoid,B
312,diagnose,B
313,suffer,B
314,donor,B
315,archeology,B
316,sociology,B
317,astronomy,B
318,geology,B
319,geography,B
320,linguistic,B
321,evaluate,B
322,analyze,B
323,ambitious,C
324,maintain,C
325,organization,C
326,coherence,C
327,constraint,C
328,locker,PET
329,refreshments,PET
330,neat,PET
331,beyond,PET
332,below,PET
333,above,PET
334,mark,PET
335,comic,PET
336,"display (v,n)",PET
337,adventure,PET
338,"object (n,v)",PET
339,design,PET
340,exhibit,PET
341,talent,PET
342,"advance (a, v)",PET
343,equip,PET
344,gallery,PET
345,theme,PET
346,wool,PET
347,instruct,PET
348,"character (n,n)",PET
349,"subject (n,n)",PET
350,suitable,PET
351,"wonder (v, n)",PET
352,"letter (n,n)",PET
353,by chance,PET
354,end up,PET
355,dull,PET
356,lifelong,PET
357,set off,PET
358,fin,PET
359,as if,PET
360,snorkel,PET
361,swam,PET
362,almost,PET
363,creature,PET
364,be keen ,PET
365,as (..),PET
366,defeat,PET
367,be over,PET
368,last,PET
369,ridiculous,PET
370,starring,PET
371,expode,PET
372,move away from,PET
373,upset,PET
374,get somewhere,PET
375,select,PET
376,pick,PET
377,travel,PET
378,loose,PET
379,anger (n),PET
380,hunger (n),PET
381,productive,PET
382,"judge (n, v)",PET
383,expert,PET
384,vegetarian,PET
385,expertise,PET
386,drawer (n),PET
387,supper (n),PET
388,torn,PET
389,influence,PET
390,due on/to,PET
391,pity,PET
392,guitar,PET
393,musician,PET
394,"form (v,n)",PET
395,immediate,PET
398,sort,PET
399,build a fire,PET
400,aim,PET
401,laboratory,PET
402,revise,PET
403,lend >< borrow,PET
404,volleyball,PET
405,barbecue,PET
406,"fair (a, n)",PET
407,jungle,PET
408,manage to V,PET
409,consume,PET
410,enrol,PET
411,switch,PET
412,perspective,PET
413,consider,PET
414,occupation,PET
415,diversity,PET
416,a few times,PET
417,occupied,PET
418,considerate,PET
419,considerable,PET
420,demonstrate,PET
421,organize,PET
422,compete,PET
423,competivive,PET
424,regular,PET
425,pleasure,PET
426,attend,PET
427,turn up,PET
428,session,PET
429,confidence,PET
430,find out,PET
431,notice,PET
432,announce,PET
433,notify,PET
434,basket,PET
435,stage,PET
436,admit,PET
437,sculpture,PET
438,turn,PET
439,back,PET
440,proper,PET
441,excuse,PET
442,suggest,PET
443,client,PET
444,gesture,PET
445,account for =,IE1
446,Essense ,IE1
447,On good salaries ,IE1
448,Primarily =,IE1
449,Maintenance (n),IE1
450,Tobe willing to do sth,IE1
451,Prompt = (v),IE1
452,"Prompt = (adj, n)",IE1
453,Comparable to/with stb/sb (adj),IE1
454,Comparative (adj),IE1
455,Equivalent (adj),IE1
456,Fluctuate (v),IE1
457,Fluctuation in/of sth (n),IE1
458,Refine,IE1
459,refined (adj),IE1
460,Refinement (n),IE1
461,Institution,IE1
462,Institutional (adj),IE1
463,Shortcut,IE1
464,Mechanism (n),IE1
465,Mechanics (n),IE1
466, Mechanical (adj),IE1
467,Implement = (v),IE1
468,Objective = (n),IE1
469,Cognitive (adj),IE1
470,Cognition ,IE1
471,Precious /ˈpreʃəs/ (adj),IE1
472,Magnitude /ˈmæɡnɪtjuːd/ (n),IE1
473,Confess sth/to sth/to V-ving (v),IE1
474,Confession,IE1
475,Dump = ,IE1
476,Hideous /ˈhɪdiəs/ (adj): ,IE1
477,Privilege /ˈprɪvəlɪdʒ/ (n): ,IE1
478,Compensate (v) = ,IE1
479,Compensation,IE1
480,compensatory,IE1
481,Assembly (n),IE1
482,Assemble (adj),IE1
483,Virtually (adv),IE1
484,Relative,IE1
485,Integrate (v) /ˈɪntɪɡreɪt/ ,IE2
486,Integration,IE2
487,Integrated,IE2
488,Tackle,IE2
489,Convention,IE2
490,Conventional >< unconventional (adj) = ,IE2
491,Conventionality ,IE2
492,Life expectancy,IE2
493,Ease (v) = lighten = lessen,IE2
494,Result in sth,IE2
495,to commit suicide /ˈsuːɪsaɪd/ ,IE2
496,Include (v) = draw inclusion,IE2
497,To have nothing to do with sth/sb: ,IE2
498,Poison,IE2
499,Feasible = viable = realistic ,IE2
500,Unfeasible = unrealistic:,IE2
501,Viability = feasibility,IE2
502,Diversity = (n),IE2
503,Diverse (Adj),IE2
504,Diversify (v),IE2
505,Diversified,IE2
506,Commit ,IE2
507,Commit a crime ,IE2
508,Commitment:,IE2
509,Shift = change ,IE2
510,Purify ,IE2
511,Term,IE2
512,Erode /ɪˈrəʊd/ ,IE2
513,Erosion,IE2
514,Absorbed in work = passionate about the work,IE2
515,Run-off,IE2
516,"Merely /ˈmɪəli/ = only, solely, simply",IE2
517,Yields ,IE2
518,Quantify (v),IE2
519,Qualify (v),IE2
520,Emit (v),IE2
521,Emission,IE2
522,Objectivity  (n),IE2
523,Reinforce,IE2
524,Reinforcement,IE2
525,Phenomenon,IE3
526,Topple,IE3
527,Plot (n),IE3
528,Plot (v),IE3
529,Elevate /ˈelɪveɪt/ (v): ,IE3
530,Stable = (adj),IE3
531,Stabilize (v) ,IE3
532,Precision,IE3
533,Precise (v),IE3
534,Accurate (adj),IE3
535,Accuracy,IE3
536,Accurately ,IE3
537,Mass,IE3
538,each end of the pole ,IE3
539,Abrupt (adj),IE3
540,Abruptly ,IE3
541,"Abruptness = brusqueness, curtness",IE3
542,Anticipate (v) =,IE3
543,Counterpart,IE3
544,Constrain (v),IE3
545,Level = flat (v),IE3
546,Mystify (v) - Mystification,IE3
547,Confidental = classified,IE3
548,External >< internal (adj),IE3
549,Externality (n),IE3
550,Sideways >< upright,IE3
551,Sway,IE3
552,Typically /ˈtɪpɪkli/ (adv): ,IE3
553,Dispense/ Dispense with (v) - 2 meanings,IE3
554,Tile,IE3
555,Resilience (n),IE3
556,Resilient (adj),IE3
557,Dampen (v),IE3
558,Stationary (adj),IE3
559,Apparently  (adj),IE3
560,Consecutive /kənˈsekjətɪv/ ,IE3
561,Resume (v),IE3
562,Thus far = so far = until now = up to this point,IE3
563,Replenish (v) - replenishment (n),IE3
564,demystify (v),IE3
565,constant (adj),IE4
566,Pursue ,IE4
567,Pursuit of sth  (n),IE4
568, Eternally (adv),IE4
569,"Assault sb/sth /əˈsɔːlt/ (n, v): ",IE4
570,Rely on sth/sb ,IE4
571,Congested (adj),IE4
572,Staggering (/ˈstæɡərɪŋ/ (adj),IE4
573,Ethical /ˈeθɪkl/ (adj): ,IE4
574,Durable,IE4
575,Durability ,IE4
576,Exasperate (v) - Exasperated (adj),IE4
577,Erupt,IE4
578,Accelerate (v),IE4
579,Acceleration,IE4
580,Eradicate sth/from sth (v) = ,IE4
581,Resemble (v),IE4
582,Fragile (adj) - Fragility (n),IE4
583,Resemblance to sb/sth (n),IE4
584,Monetize /ˈmɑːnɪtaɪz/ ,IE4
585,Monetization of sth ,IE4
586,Monetary (adj),IE4
587,Carve,IE4
588,Instinct ,IE4
589,Pollinate /ˈpɒləneɪt/(v) - Pollination,IE4
590,Pollen,IE4
591,Facilitate,IE4
592,Repository = ,IE4
593,Indigenous (adj),IE4
594,Indispensable = ,IE4
595,Irrespective of  (adv),IE4
596,Evironmental degradation,IE4
597,Aviation,IE4
598,Generate,IE4
599,Burden on sb/of sth ,IE4
600,fundamental,IE4
601,Unusable,IE4
602,Concise,IE4
603,Slope,IE4
604,Intellectual ,IE4
605,Fertilizer,IE4
606,Perspective (n),IE5
607,"Utmost (adj, n)",IE5
608,Invariable (adj) - Invariably  (adv) =,IE5
609,Accustomed to sth/to doing sth ,IE5
610,Tuition,IE5
611,Literacy,IE5
612,Illiteracy ,IE5
613,Pricey = (adj),IE5
614,Eager (adj),IE5
615,Intuition,IE5
616,Anonymous,IE5
617,Reliable ,IE5
618,proficent = ,IE5
619,Competent in sth to do sth,IE5
620, Incompetence ,IE5
621,Compatible (adj) ,IE5
622,Compatibility (n) >< Incompatibility,IE5
623,Comprehension,IE5
624,Fire sb from sth = to give sb the sack = sack sb,IE5
625,Recession,IE5
626,Scheme for sth/to do sth ,IE5
627,Poultry ,IE5
628,Expectation of/about sth ,IE5
629,deficient in sth  - Deficiency (of sth) in sth  ,IE5
630,Hold out,IE5
631,Disused ,IE5
632,Disorder (v) - Disordered (adj),IE5
633,Prevalent ,IE5
634,Release - Release sb from sth = let sb out of sth,IE5
635,Sync ,IE5
636,Collision,IE5
637,Censor,IE5
638,Censorship ,IE5
639,Presence (n),IE5
640,Disregard (v) - Disregard for sth (n),IE5
641,Nimble,IE5
642,Zip,IE5
643,"Breakthrough (n, adj)",IE5
644,,IE5
645,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
,,IE5
